polity2,Year,CCode,sanctions,sanctionsl1,dpolity,S,W,ndpolity,ds,dw,lagus,lagun,lagpopgled,laggdpchng,GDP_UN,pop1,logpop,MEast,demaut,lGDP_UN,dpolityb,Pdpolity,menergy,senergy,mindustry,sindustry,murban,surban
10,1976,20,0,0,0,1,1,0,0,0,NA,NA,10.0494,NA,8544,22993,4.36159563931823,0,1,9.05298456119998,0,0.0140252454417952,8.97182934353085,3.67740802791705e-15,25,0,5600,0
10,1977,20,0,0,0,1,1,0,0,0,0,0,10.0626,5.2,8648,23316,4.36765404664741,0,1,9.06508335931904,0,0.0140252454417952,8.97702021421041,0,25,0,5707,0
10,1978,20,0,0,0,1,1,0,0,0,0,0,10.0743,3.4,8825,23642,4.37368421299702,0,1,9.0853438818015,0,0.0140252454417952,8.96187901267768,1.83870401395853e-15,25,0,5814,0
10,1979,20,1,0,0,1,1,0,0,0,0,0,10.0843,3.9,9707,23688,4.37452839438124,0,1,9.18060255371223,0,0.0140252454417952,9.05415428878685,0,29,0,5921,0
10,1980,20,0,1,0,1,1,0,0,0,0,0,10.0942,3.8,10820,23936,4.37905157618437,0,1,9.28915155240047,0,0.0140252454417952,9.01030280937645,1.83870401395853e-15,33,0,6170,0
10,1981,20,0,0,0,1,1,0,0,0,0,0,10.1071,2.1,11978,24343,4.38637409908548,0,1,9.39082691282441,0,0.0140252454417952,5.7858167247707,2.5834412730385,32,0,6430,0
10,1982,20,0,0,0,1,1,0,0,0,0,0,10.1194,3,12145,24533,4.38975065883751,0,1,9.40467284143627,0,0.0140252454417952,5.55781319508027,3.59484825582364,32.3149801709979,16.7799155061461,6701,0
10,1983,20,0,0,0,1,1,0,0,0,0,0,10.1313,-2.9,13020,24725,4.39313630026922,0,1,9.47424191576256,0,0.0140252454417952,4.15463323421702,1.49330450549838,41.9229565994151,12.046414840814,6984,0
10,1984,20,0,0,0,1,1,0,0,0,0,0,10.1412,2.8,13404,24918,4.39651318149352,0,1,9.5033084488572,0,0.0140252454417952,4.39655805038918,2.43660458593829,31.1220238147172,9.50062462546771,7278,0
10,1985,20,0,0,0,1,1,0,0,0,0,0,10.1506,5.9,13569,25113,4.39989859664846,0,1,9.51554305814595,0,0.0140252454417952,5.2703197270442,2.79393154494944,38.2349969859429,13.1841281078354,7584,0
10,1986,20,0,0,0,1,1,0,0,0,0,0,10.1598,4.8,13879,25309,4.40327498581169,0,1,9.53813218535584,0,0.0140252454417952,5.34391027506233,3.89659964093407,41.5595065521384,12.2429198183887,7904,0
10,1987,20,0,0,0,1,1,0,0,0,0,0,10.1697,2.4,15642,25695,4.40984862202119,0,1,9.65771488316156,0,0.0140252454417952,7.03482546218867,3.02130668513043,43.3318443505082,14.0378628947615,8237,0
10,1988,20,0,0,0,1,1,0,0,0,0,0,10.183,4.2,18210,26086,4.4164074899431,0,1,9.80972617272165,0,0.0140252454417952,5.32759697458764,2.73551506879375,40.401984637805,17.4655332135007,8584,0
10,1989,20,0,0,0,1,1,0,0,0,0,0,10.1961,5,20027,26484,4.42298357920928,0,1,9.90483664210542,0,0.0140252454417952,5.84643808729217,2.50528443507337,43.3308798171232,14.2120959835588,8945,0
10,1990,20,0,0,0,1,1,0,0,0,0,0,10.2141,2.5,20729,26887,4.42954234717943,0,1,9.93928896499951,0,0.0140252454417952,9.2169186873363,0,46.2148372024619,11.9311294200596,9322,0
10,1991,20,0,0,0,1,1,0,0,0,0,0,10.2292,0.2,20987,27297,4.43611491974999,0,1,9.95165847739742,0,0.0140252454417952,9.24387185518498,0,35.1827262636952,15.0321241785812,9715,0
10,1992,20,0,0,0,1,1,0,0,0,0,0,10.2411,-2.1,20081,27600,4.44090908206522,0,1,9.90752937336246,0,0.0140252454417952,9.26359673827661,0,35.1859457914983,17.7943104351017,10124,0
10,1993,20,0,0,0,1,1,0,0,0,0,0,10.2533,0.9,19310,27907,4.44571315237996,0,1,9.86837837542256,0,0.0140252454417952,6.33356672517477,2.76745573264125,41.6594702862056,13.7641247493901,10551,0
10,1994,20,0,0,0,1,1,0,0,0,0,0,10.2648,2.3,19138,28217,4.45051083816731,0,1,9.85943116633921,0,0.0140252454417952,9.38898852340383,0,32.667218315536,14.6224634148601,10995,0
10,1995,20,0,0,0,1,1,0,0,0,0,0,10.2763,4.8,19816,28530,4.45530177165708,0,1,9.8942449711692,0,0.0140252454417952,9.41319957998769,0,44.540016727777,13.3971783812793,11458,0
10,1996,20,0,0,0,1,1,0,0,0,0,0,10.2872,2.8,20379,28847,4.46010065453885,0,1,9.92226023785941,0,0.0140252454417952,9.42577428022034,0,45.6415912573075,14.1481166551586,11941,0
10,1997,20,0,0,0,1,1,0,0,0,0,0,10.298,1.6,20956,29539,4.47039578881503,0,1,9.95018028052811,0,0.0140252454417952,9.42213982158974,1.83870401395853e-15,52.0535515852489,9.13252864531428,12444,0
10,1998,20,0,0,0,1,1,0,0,0,0,0,10.3085,4.2,20076,30248,4.48069666435448,0,1,9.90728035077482,0,0.0140252454417952,5.73225890022669,2.64973324707377,50.1432949901128,15.8290700108653,12968,0
10,1999,20,0,0,0,1,1,0,0,0,0,0,10.3172,4.1,21347,30493,4.48420015376363,0,1,9.9686664935611,0,0.0140252454417952,6.23738247562852,2.82206807310259,41.2755924845744,12.3445866683758,13515,0
10,2000,20,1,0,0,1,1,0,0,0,0,0,10.3253,5.7,23198,30770,4.48812749624746,0,1,10.0518213470418,0,0.0140252454417952,5.84275859202343,2.01038192171618,50.371721695087,14.1357219305586,14085,0
10,2001,20,0,1,0,1,1,0,0,0,0,0,10.3336,5.3,22715,31082,4.49250895610758,0,1,10.0307807781935,0,0.0140252454417952,5.87566616240383,2.55508296397452,45.5934766339408,15.1960821295722,14679,0
-7,1972,40,1,1,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,8770,3.94299959336604,0,0.150000005960464,NA,NA,0.06426735218509,2.70805020110221,0,24.2498448957913,11.4387050598489,2349,0
-7,1973,40,1,1,0,0,0.25,0,0,0,NA,NA,NA,NA,837,8870,3.94792361983173,0,0.150000005960464,6.72982407048948,0,0.06426735218509,2.89037175789616,9.19352006979263e-16,28.6874145805584,11.1365752562295,2225,0
-7,1974,40,1,1,0,0,0.25,0,0,0,NA,NA,NA,NA,930,9090,3.95856388322197,0,0.150000005960464,6.8351845861473,0,0.06426735218509,3.04452243772342,4.59676003489631e-16,29.0981055263206,12.1376496088413,2107,0
-7,1975,40,1,1,0,0,0.25,0,0,0,NA,NA,NA,NA,1047,9180,3.96284268120124,0,0.150000005960464,6.95368421087054,0,0.06426735218509,2.94443897916644,4.59676003489631e-16,23.8153562699719,15.030970226579,1996,0
-7,1976,40,1,1,0,1,0.25,0,0,0,NA,NA,9.22549,NA,1097,9272,3.96717342295554,0,0.150000005960464,7.00033446027523,0,0.06426735218509,2.89037175789616,9.19352006979263e-16,35.0613950606141,19.4203019274926,2131,0
-7,1977,40,1,1,0,1,0.25,0,1,0,3,0,9.22549,5.4,1132,9365,3.97150778171126,0,0.150000005960464,7.03174125876313,0,0.06426735218509,3.3322045101752,9.19352006979263e-16,37.3008045050075,17.9490600508708,2275,0
-7,1978,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,8.7,1309,9459,3.97584522546757,0,0.150000005960464,7.1770187659099,0,0.06426735218509,3.3322045101752,9.19352006979263e-16,37.5832939883263,13.3432346266546,2429,0
-7,1979,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,6.6,1352,9553,3.98013977774575,0,0.150000005960464,7.20934025660291,0,0.06426735218509,3.3322045101752,9.19352006979263e-16,30.3122828218235,13.3190689844717,2593,0
-7,1980,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,1.1,1347,9629,3.98358118670579,0,0.150000005960464,7.20563517641036,0,0.06426735218509,3.40119738166216,4.59676003489631e-16,34.3293698252953,14.7703223133606,2768,0
-7,1981,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,-4.8,1559,9724,3.9878449501713,0,0.150000005960464,7.35179986905778,0,0.06426735218509,4.78648671184663,2.77413992530603,28.4800072748702,25.571578424013,2955,0
-7,1982,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,19.7,1647,9821,3.99215571104262,0,0.150000005960464,7.40671073017764,0,0.06426735218509,6.18319357880116,3.01571923789597,30.9446435875596,14.1786706347362,3155,0
-7,1983,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,8.9,1750,9918,3.99642410395509,0,0.150000005960464,7.46737106691756,0,0.06426735218509,5.84552814689981,3.92367936191221,34.6857785620525,17.8901077446736,3368,0
-7,1984,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,5.4,1921,10017,4.00073767377403,0,0.150000005960464,7.56060116276856,0,0.06426735218509,6.53444303393041,3.44847651145503,31.0510167683373,14.058661686577,3596,0
-7,1985,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,7.9,1893,10098,4.00423536635947,0,0.150000005960464,7.54591815120932,0,0.06426735218509,4.09721485813027,2.86764255550383,38.0010701887775,16.2433256309909,3624,0
-7,1986,40,1,1,0,1,0.25,0,0,0,3,0,9.22549,1.6,1803,10192,4.00825941499127,0,0.150000005960464,7.49720722320332,0,0.06426735218509,4.71499071085965,2.11794911725112,38.8816577684544,9.85351613299309,3652,0
-7,1987,40,1,1,0,1,0.25,0,0,0,3,0,9.23463,0.1,1752,10288,4.01233095558015,0,0.150000005960464,7.46851327149634,0,0.06426735218509,4.93019557041282,3.41277414526962,38.2389111706238,17.2539963956453,3680,0
-7,1988,40,1,1,0,1,0.25,0,0,0,3,0,9.24534,-2.4,1820,10402,4.01711684943881,0,0.150000005960464,7.50659178007084,0,0.06426735218509,4.58000641928663,2.40610407140309,42.1710057510252,9.00409544630744,3708,0
-7,1989,40,1,1,0,1,0.25,0,0,0,3,0,9.25614,3.7,1826,10514,4.02176797268241,0,0.150000005960464,7.50988306115491,0,0.06426735218509,5.95477102977022,3.20843840011552,35.791813367183,11.6556266786584,3737,0
-7,1990,40,1,1,0,1,0.25,0,0,0,3,0,9.26643,0.7,1848,10625,4.02632893872235,0,0.150000005960464,7.52185925220163,0,0.06426735218509,4.27666611901606,1.83870401395853e-15,37.898038919715,15.4383314958482,3766,0
-7,1991,40,1,1,0,1,0.25,0,0,0,3,0,9.27748,-2.9,1517,10744,4.03116599966066,0,0.150000005960464,7.32448997934853,0,0.06426735218509,4.29045944114839,9.19352006979263e-16,38.7585038679056,14.330641288763,3795,0
-7,1992,40,1,1,0,1,0.25,0,0,0,3,0,9.28665,-10.7,1382,10831,4.03466855583424,0,0.150000005960464,7.23128700432762,0,0.06426735218509,4.49980967033027,9.19352006979263e-16,40.6470575078907,13.7432189835015,3824,0
-7,1993,40,1,1,0,1,0.25,0,0,0,3,0,9.29369,-11.6,1391,10905,4.03762566991472,0,0.150000005960464,7.23777819192344,0,0.06426735218509,6.77134650913951,3.58306174897154,39.9285174570919,19.2033201316765,3853,0
-7,1994,40,1,1,0,1,0.25,0,0,0,3,0,9.30015,-14.9,1760,10950,4.03941411917614,0,0.150000005960464,7.4730690880322,0,0.06426735218509,4.76217393479776,9.19352006979263e-16,45.6405853890362,16.1113660568804,3883,0
-7,1995,40,1,1,0,1,0.25,0,0,0,3,0,9.30205,0.7,1983,10980,4.04060234011407,0,0.150000005960464,7.5923661285198,0,0.06426735218509,4.89783979995091,0,46.0155766478144,14.2505273176993,3913,0
-7,1996,40,1,1,0,1,0.25,0,0,0,3,0,9.30552,2.5,2071,11019,4.04214218306496,0,0.150000005960464,7.63578686139558,0,0.06426735218509,4.89783979995091,0,41.7656627715161,12.9486871879472,3943,0
-7,1997,40,1,1,0,1,0.25,0,0,0,3,0,9.30915,7.8,2073,11058,4.04367658560272,0,0.150000005960464,7.63675211243578,0,0.06426735218509,4.93447393313069,0,46.6567883151255,17.06920089588,3973,0
-7,1998,40,1,1,0,1,0.25,0,0,0,3,0,9.30915,2.5,2150,11097,4.04520558603506,0,0.150000005960464,7.67322312112171,0,0.06426735218509,6.2125944202737,2.53003210695454,47.7936108288064,16.2382513166417,4004,0
-7,1999,40,1,1,0,1,0.25,0,0,0,3,0,9.30915,1.2,2285,11143,4.04700213051851,0,0.150000005960464,7.7341213033283,0,0.06426735218509,4.48955856371769,3.27485432028021,49.9206145506976,14.5311547099131,4035,0
-7,2000,40,0,1,0,1,0.25,0,0,0,3,0,9.30915,6.2,2467,11188,4.04875245769949,0,0.150000005960464,7.81075811652936,0,0.06426735218509,5.75831598745809,3.74216527950409,37.8053492809051,18.3884683126955,4066,0
-7,2001,40,0,0,0,1,0.25,0,0,0,3,0,9.30915,5.6,2563,11200,4.05037975626146,0,0.150000005960464,7.84893372636407,0,0.06426735218509,6.44208312672157,2.54666186678145,48.8111130388113,14.5252545424747,4097,0
-10,1972,41,0,0,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,4400,3.64345267648619,0,0,NA,NA,0.034965034965035,0,0,14,0,493,0
-10,1973,41,0,0,0,1,0.25,0,0,0,NA,NA,NA,NA,98,4472,3.65050179487837,0,0,4.58496747867057,0,0.034965034965035,0,0,14,0,528,0
-10,1974,41,0,0,0,1,0.25,0,0,0,NA,NA,NA,NA,117,4544,3.65743832270296,0,0,4.76217393479776,0,0.034965034965035,0,0,15,0,563,0
-10,1975,41,0,0,0,1,0.25,0,0,0,NA,NA,NA,NA,139,4616,3.66426580014768,0,0,4.93447393313069,0,0.034965034965035,1.09861228866811,4.59676003489631e-16,15,0,598,0
