polity2,Year,CCode,sanctions,sanctionsl1,dpolity,S,W,ndpolity,ds,dw,lagus,lagun,lagpopgled,laggdpchng,GDP_UN,pop1,logpop,MEast,demaut,lGDP_UN,dpolityb,Pdpolity,menergy,senergy,mindustry,sindustry,murban,surban
-7,1973,355,0,0,0,1,0.5,0,0,0,NA,NA,NA,NA,1787,8620,3.93550726582471,0,0.150000005960464,7.48829351515943,0,0.06426735218509,7.06646697013696,1.83870401395853e-15,51,0,2005,0
-7,1974,355,0,0,0,1,0.5,0,0,0,NA,NA,NA,NA,1935,8679,3.93846968836765,0,0.150000005960464,7.56786260546388,0,0.06426735218509,6.96224346426621,9.19352006979263e-16,52,0,2095,0
-7,1975,355,1,0,0,1,0.5,0,0,0,NA,NA,NA,NA,1699,8728,3.94091473758029,0,0.150000005960464,7.43779512167193,0,0.06426735218509,7.09340462586877,9.19352006979263e-16,51,0,2119,0
-7,1976,355,1,1,0,1,0.5,0,0,0,NA,NA,9.08953,NA,1794,8749,3.94195841653081,0,0.150000005960464,7.49220304261874,0,0.06426735218509,7.02642680869964,0,51,0,2143,0
-7,1977,355,1,1,0,1,0.5,0,0,0,0,0,9.08953,6.6,1828,8771,3.94304911100841,0,0.150000005960464,7.5109777520141,0,0.06426735218509,7.02464903045364,1.83870401395853e-15,51,0,2167,0
-7,1978,355,1,1,0,1,0.5,0,0,0,0,0,9.08953,6.2,1722,8792,3.94408767941543,0,0.150000005960464,7.45124168498768,0,0.06426735218509,7.05272104923232,9.19352006979263e-16,53,0,2192,0
-7,1979,355,1,1,0,1,0.5,0,0,0,0,0,9.08953,5.6,1914,8813,3.94512377012212,0,0.150000005960464,7.5569505720129,0,0.06426735218509,7.14440718032114,9.19352006979263e-16,55,0,2288,0
-7,1980,355,1,1,0,1,0.5,0,0,0,0,0,9.08953,6.7,2256,8835,3.94620655384278,0,0.150000005960464,7.72134861261795,0,0.06426735218509,7.19668657083435,1.83870401395853e-15,58,0,2311,0
-7,1981,355,1,1,0,1,0.5,0,0,0,0,0,9.08953,5.7,2251,8856,3.94723760787067,0,0.150000005960464,7.71912984090673,0,0.06426735218509,5.71602815391573,2.38414755019831,60,0,2333,0
-7,1982,355,1,1,0,1,0.5,0,0,0,0,0,9.09133,5,2227,8878,3.94831514068935,0,0.150000005960464,7.70841066725737,0,0.06426735218509,5.04798455859268,3.43755474915963,30.2398242032923,15.3486173536358,2356,0
-7,1983,355,1,1,0,1,0.5,0,0,0,0,0,9.09313,4.2,2282,8900,3.94939000664491,0,0.150000005960464,7.73280753042202,0,0.06426735218509,6.23000804996606,1.62938444491438,31.6088901752136,12.7809056222898,2380,0
-7,1984,355,1,1,0,1,0.5,0,0,0,0,0,9.09482,3,3569,8921,3.95041353936938,0,0.150000005960464,8.18004072349016,0,0.06426735218509,4.85420672819061,3.94119342167475,41.8864520946267,13.3587099528448,2403,0
-7,1985,355,1,1,0,1,0.5,0,0,0,0,0,9.09661,4.6,3532,8949,3.95177450808173,0,0.150000005960464,8.16961956172385,0,0.06426735218509,4.28129136089422,1.99764930000175,30.0756456377989,16.6021569999928,2427,0
-7,1986,355,1,1,0,1,0.5,0,0,0,0,0,9.0984,1.8,4098,8879,3.94836405598837,0,0.150000005960464,8.31825432879885,0,0.06426735218509,5.30555255416246,2.74884001060391,38.3075928676242,12.1638638865693,2451,0
-7,1987,355,1,1,0,1,0.5,0,0,0,0,0,9.10019,5.3,4720,8810,3.94497590841205,0,0.150000005960464,8.4595640785796,0,0.06426735218509,5.89701736344519,3.80902039091785,29.9659690740558,18.0983441898459,2475,0
-7,1988,355,1,1,0,1,0.5,0,0,0,0,0,9.10175,4.7,5226,8741,3.94156112023607,0,0.150000005960464,8.56140144608056,0,0.06426735218509,5.00224594954086,1.74897563549276,36.8314550417029,19.0346706463649,2499,0
-7,1989,355,1,1,0,1,0.5,0,0,0,0,0,9.10287,2.4,5366,8673,3.93816934639032,0,0.150000005960464,8.58783803098557,0,0.06426735218509,5.55587242317419,2.61246395167072,41.4756415846591,13.5542496526439,2524,0
8,1990,355,1,1,15,1,0.75,0,0,0,0,0,9.10376,-0.5,2377,8606,3.93480134174654,0,0.899999976158142,7.77359446736019,1,0.133828996282528,7.00669522683704,9.19352006979263e-16,34.2800281439059,15.497026657018,2549,0
8,1991,355,0,1,0,1,0.75,0,0,0.25,0,0,9.10398,-9.1,881,8539,3.93140701355657,0,0.899999976158142,6.78105762593618,0,0.133828996282528,6.91572344863131,9.19352006979263e-16,41.0737255623596,14.7690345384607,2574,0
8,1992,355,0,0,0,1,0.75,0,0,0,0,0,9.06323,-10.4,1001,8472,3.92798594709943,0,0.899999976158142,6.90875477931522,0,0.133828996282528,6.91671502035361,2.75805602093779e-15,37.5041740833481,11.048950539125,2599,0
8,1993,355,0,0,0,1,0.75,0,0,0,0,0,9.05252,-7.3,1270,8415,3.92505412031184,0,0.899999976158142,7.14677217945264,0,0.133828996282528,6.24953998082712,2.29922754935167,43.7362249114054,13.8318206694991,2625,0
8,1994,355,0,0,0,1,0.75,0,0,0,0,0,9.04452,-1.5,1146,8358,3.92210236680761,0,0.899999976158142,7.04403289727469,0,0.133828996282528,6.98007594056176,0,46.2825855482491,15.0817126913257,2651,0
8,1995,355,0,0,0,1,0.75,0,0,0,0,0,9.04014,1.8,1559,8301,3.91913041386061,0,0.899999976158142,7.35179986905778,0,0.133828996282528,7.08506429395255,1.83870401395853e-15,42.8285214726611,17.7104605722061,2677,0
8,1996,355,0,0,0,1,0.75,0,0,0,0,0,9.03599,2.9,1187,8345,3.92142634101527,0,0.899999976158142,7.07918439460967,0,0.133828996282528,7.05875815251866,2.75805602093779e-15,43.3861109215666,14.780067308893,2704,0
8,1997,355,0,0,0,1,0.75,0,0,0,0,0,9.03073,-9.4,1251,8189,3.91323087111356,0,0.899999976158142,7.13169851046691,0,0.133828996282528,7.04490511712937,9.19352006979263e-16,47.3839547810124,9.62301174177995,2731,0
8,1998,355,0,0,0,1,0.75,0,0,0,0,0,9.02546,-5.6,1549,8134,3.91030416806857,0,0.899999976158142,7.34536484041687,0,0.133828996282528,6.5530263044847,3.72871425964631,57.109611227611,15.4975397505862,2758,0
8,1999,355,0,0,0,1,0.75,0,0,0,0,0,9.01882,4,1587,8039,3.90520202866232,0,0.899999976158142,7.36960072052641,0,0.133828996282528,4.99805588222981,3.06941709452877,52.6389101774915,14.2363393885432,2786,0
8,2000,355,0,0,0,1,0.75,0,0,0,0,0,9.01286,2.3,1556,8006,3.90341558576909,0,0.899999976158142,7.34987370473834,0,0.133828996282528,6.68533945588902,3.13005162726821,47.4362156869722,15.5976384688792,2814,0
9,2001,355,0,0,1,1,0.75,0,0,0,0,0,9.00785,5.4,1693,7974,3.90167623132638,0,0.949999988079071,7.43425738213314,1,0.109243697478992,5.4600579275792,3.28467542021237,46.480425429471,14.0068312834768,2842,0
5,1991,359,0,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,3385,4195,3.63588568528127,0,0.75,8.12710918534638,NA,0.214953271028037,5.38977589361241,3.40533094792527,40.4350390838735,11.4217650791314,1097,0
5,1992,359,0,0,0,1,0.75,0,NA,NA,NA,NA,NA,NA,106,4126,3.63548374681491,0,0.75,4.66343909411207,0,0.214953271028037,4.95209848071488,2.95287607034414,35.4368891341126,14.5466124359903,1043,0
7,1993,359,0,0,2,1,0.75,0,0,0,NA,NA,NA,NA,115,4059,3.63508143601087,0,0.850000023841858,4.74493212836325,1,0.150943396226415,5.86311858912388,3.85551509286239,38.9898442438357,12.8901689479375,991,0
7,1994,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,255,3993,3.63467875217868,0,0.850000023841858,5.54126354515843,0,0.150943396226415,1.79175946922805,6.89514005234447e-16,39.3620183183817,11.7310862919972,942,0
7,1995,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,332,3928,3.63427569462594,0,0.850000023841858,5.80513496891649,0,0.150943396226415,1.94591014905531,9.19352006979263e-16,40.5101597572692,15.7869153403755,895,0
7,1996,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,391,3864,3.63377134608256,0,0.850000023841858,5.96870755998537,0,0.150943396226415,2.07944154167984,4.59676003489631e-16,44.8565810625451,18.1507586290806,851,0
7,1997,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,447,3801,3.63336744511701,0,0.850000023841858,6.10255859461357,0,0.150943396226415,2.07944154167984,4.59676003489631e-16,49.472285221771,16.8546392629327,809,0
7,1998,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,395,3739,3.63296316816726,0,0.850000023841858,5.97888576490112,0,0.150943396226415,7.56589163835988,3.48962555087377,42.5958723136397,16.1514223305411,769,0
7,1999,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,273,3678,3.63255851453267,0,0.850000023841858,5.60947179518496,0,0.150943396226415,6.31362475308496,3.58749081345322,47.9796761588954,14.3365748066434,731,0
7,2000,359,0,0,0,1,0.75,0,0,0,NA,NA,NA,NA,301,3618,3.6307328928172,0,0.850000023841858,5.70711026474888,0,0.150943396226415,7.40723860683031,3.24936028667658,46.6139780820639,15.8471107873131,695,0
8,2001,359,0,0,1,1,0.75,0,0,0,NA,NA,NA,NA,346,3559,3.59472394640975,0,0.899999976158142,5.84643877505772,1,0.133828996282528,6.77837409117618,2.05882377130993,52.1141068490783,13.1815612929856,661,0
-7,1972,360,0,0,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,20660,4.3151303171836,0,0.150000005960464,NA,NA,0.06426735218509,7.7873820264847,3.67740802791705e-15,57,0,3754,0
-7,1973,360,0,0,0,1,0.5,0,0,0,NA,NA,NA,NA,710,20830,4.31868926994775,0,0.150000005960464,6.56526497003536,0,0.06426735218509,7.82164312623998,2.75805602093779e-15,56,0,3872,0
-7,1974,360,0,0,0,1,0.5,0,0,0,NA,NA,NA,NA,778,21029,4.32281862100739,0,0.150000005960464,6.65672652417839,0,0.06426735218509,7.84267147497946,2.75805602093779e-15,56,0,3983,0
-7,1975,360,0,0,0,1,0.5,0,0,0,NA,NA,NA,NA,904,21178,4.325884943969,0,0.150000005960464,6.80682936039218,0,0.06426735218509,7.88495294575981,2.75805602093779e-15,56,0,4325,0
-7,1976,360,0,0,0,1,0.5,0,0,0,NA,NA,9.96388,NA,943,21446,4.33134630165257,0,0.150000005960464,6.84906628263346,0,0.06426735218509,7.91498300584839,1.83870401395853e-15,56,0,4667,0
-8,1977,360,0,0,-1,1,0.5,1,0,0,0,0,9.97329,11.1,982,21559,4.33362861251869,0,0.100000001490116,6.88959130835447,1,0.0826086956521739,7.94342776787637,9.19352006979263e-16,57,0,5009,0
-8,1978,360,0,0,0,1,0.5,0,0,0,0,0,9.98313,8.4,1117,21854,4.33953093874066,0,0.100000001490116,7.0184017990692,0,0.0826086956521739,7.93164402145431,2.75805602093779e-15,58,0,5351,0
-8,1979,360,0,0,0,1,0.5,0,0,0,0,0,9.99218,7.3,1175,22048,4.34336920022753,0,0.100000001490116,7.06902342657826,0,0.0826086956521739,7.89319886954461,1.83870401395853e-15,59,0,5423,0
-8,1980,360,0,0,0,1,0.5,0,0,0,0,0,10.001,6.3,1213,22201,4.34637253682455,0,0.100000001490116,7.10085190894405,0,0.0826086956521739,7.91534816926308,2.75805602093779e-15,60,0,5495,0
-8,1981,360,0,0,0,1,0.5,0,0,0,0,0,10.0079,4.3,1544,22248,4.3472909758561,0,0.100000001490116,7.34213173058472,0,0.0826086956521739,6.6136897153252,2.70501294841748,61,0,5569,0
-8,1982,360,0,0,0,1,0.5,0,0,0,0,0,10.0147,0.1,1528,22294,4.34818799679229,0,0.100000001490116,7.33171496972647,0,0.0826086956521739,4.45064507580848,4.03996884326021,34.1560231789746,11.634416346633,5643,0
-8,1983,360,1,0,0,1,0.5,0,0,0,0,0,10.0203,3.9,1334,22341,4.34910260856303,0,0.100000001490116,7.19593722647557,0,0.0826086956521739,5.71739230284112,3.20191937411148,37.2054458961422,10.1603562978034,5719,0
-8,1984,360,1,1,0,1,0.5,0,0,0,1,0,10.0236,6,1195,22388,4.35001529823469,0,0.100000001490116,7.08590146436561,0,0.0826086956521739,4.54733917977987,2.4213009374545,44.6546482644109,13.8131382894144,5795,0
-8,1985,360,1,1,0,1,0.5,0,0,0,1,0,10.0268,5.7,1601,22435,4.35092607386909,0,0.100000001490116,7.37838371299671,0,0.0826086956521739,6.30183096451733,3.10109712890212,33.1595165182295,12.4863758445936,5873,0
-8,1986,360,1,1,0,1,0.5,0,0,0,1,0,10.0312,-0.3,1836,22482,4.35183494347744,0,0.100000001490116,7.51534457118044,0,0.0826086956521739,5.3221263823202,2.08418811273067,32.3955175942603,18.303521369809,5952,0
-8,1987,360,1,1,0,1,0.5,0,0,0,1,0,10.0454,2.1,2242,22529,4.35274191502075,0,0.100000001490116,7.71512360363211,0,0.0826086956521739,5.25369644238744,1.55665432960085,35.6362696727171,16.1727686178972,6031,0
-8,1988,360,1,1,0,1,0.5,0,0,0,1,0,10.0454,0.6,2372,22577,4.3536662329829,0,0.100000001490116,7.77148876011762,0,0.0826086956521739,4.6604395077739,3.10131031053741,30.3316040981317,14.5060792645598,6112,0
-2,1989,360,1,1,6,1,0.25,0,0,0,1,0,10.0454,-0.8,2313,22624,4.35456939211681,0,NA,7.74630066223144,1,0.206185567010309,5.57629451166366,2.91471691636933,45.1825044737915,14.0296423954064,6194,0
5,1990,360,1,1,7,1,0.75,0,0,-0.25,1,0,10.0498,-6,1648,22671,4.35547067693744,0,0.75,7.40731771046942,1,0.214953271028037,7.46965417293213,2.75805602093779e-15,38.9032253469679,11.345220604426,6277,0
5,1991,360,1,1,0,1,0.75,0,0,0.5,1,0,10.0522,-5.6,1246,22719,4.35638921154428,0,0.75,7.1276936993474,0,0.214953271028037,7.32778053842163,1.83870401395853e-15,39.445955030296,13.0371655648035,6361,0
5,1992,360,1,1,0,1,0.75,0,0,0,1,0,10.0513,-12.9,849,22810,4.35812528527665,0,0.75,6.74405918631135,0,0.214953271028037,7.25559127425367,1.83870401395853e-15,45.3005811810248,15.5649797550305,6446,0
5,1993,360,1,1,0,1,0.75,0,0,0,1,0,10.034,-8.8,1150,22695,4.35722949839028,0,0.75,7.0475172213573,0,0.214953271028037,6.01635256105125,2.48919187534844,39.7713055825824,11.0643640787847,6532,0
5,1994,360,0,1,0,1,0.75,0,0,0,1,0,10.0325,1.5,1320,22580,4.35633186001142,0,0.75,7.18538701558042,0,0.214953271028037,7.1929342212158,2.75805602093779e-15,44.7814302653193,11.2597363554467,6619,0
5,1995,360,0,0,0,1,0.75,0,0,0,0,0,10.0315,3.9,1564,22465,4.35543236247055,0,0.75,7.35500192110526,0,0.214953271028037,7.20340552108309,1.83870401395853e-15,45.8476499762254,15.4909183956214,6708,0
8,1996,360,0,0,3,1,0.75,0,0,0,0,0,10.0293,7.1,1562,22354,4.3545309980504,0,0.899999976158142,7.35372233039963,1,0.133828996282528,7.19743535409659,2.75805602093779e-15,46.9138194607497,11.8820110919698,6798,0
8,1997,360,0,0,0,1,0.75,0,0,0,0,0,10.0261,3.9,1564,22238,4.35362775898554,0,0.899999976158142,7.35500192110526,0,0.133828996282528,7.13089883029635,1.83870401395853e-15,42.2342949654881,17.8645566201483,6889,0
8,1998,360,0,0,0,1,0.75,0,0,0,0,0,10.0237,-6.1,1869,22126,4.35272263746202,0,0.899999976158142,7.53315880745556,0,0.133828996282528,6.92000025576343,2.49089855663357,51.8476076897882,10.7289854509445,6981,0
8,1999,360,0,0,0,1,0.75,0,0,0,0,0,10.0214,-4.8,1581,22014,4.35183494347744,0,0.899999976158142,7.36581283720947,0,0.133828996282528,6.30163556992736,2.93876051479344,46.3753682847607,15.9131712823563,7074,0
8,2000,360,0,0,0,1,0.75,0,0,0,0,0,10.0194,-1.2,1647,21902,4.35092607386909,0,0.899999976158142,7.40671073017764,0,0.133828996282528,6.71329215683332,3.59535808686134,51.4684604272353,14.9979480191615,7169,0
8,2001,360,0,0,0,1,0.75,0,0,0,0,0,10.0184,2.1,1790,21791,4.35003469634006,0,0.899999976158142,7.4899708988348,0,0.133828996282528,6.46357484199946,3.05389444117331,53.8450548112939,10.6272101059436,7265,0
6,1992,365,1,1,NA,1,0.75,NA,0,0,2,0,11.9092,NA,575,146370,5.16545207283193,0,0.75,6.35437004079735,NA,0.165680473372781,7.57537234034099,2.94698658615072,42.3792645335303,15.3470861262065,61550,0
4,1993,365,1,1,-2,1,0.75,1,0,0,1,0,11.9096,-14.5,1163,146185,5.16490281207849,0,0.649999976158142,7.05875815251866,1,0.148148148148148,5.47813001286862,4.2263827216886,45.0406182908915,14.0088430691756,62198,0
4,1994,365,1,1,0,1,0.75,0,0,0,1,0,11.9085,-8.7,1878,145999,5.16434988115451,0,0.649999976158142,7.53796265976821,0,0.148148148148148,8.77477681604399,1.83870401395853e-15,36.852822142079,13.1102131175121,62852,0
4,1995,365,0,1,0,1,0.75,0,0,0,1,0,11.9072,-12.7,2115,145814,5.16379922378204,0,0.649999976158142,7.65681009148038,0,0.148148148148148,8.83185793519791,3.67740802791705e-15,38.1476160061355,11.6160516763448,63514,0
4,1996,365,0,0,0,1,0.75,0,0,0,0,0,11.9059,-4.1,2653,145629,5.16324786732508,0,0.649999976158142,7.88344635413774,0,0.148148148148148,8.81120518756289,1.83870401395853e-15,46.6297229085517,19.5444917275716,64182,0
4,1997,365,0,0,0,1,0.75,0,0,0,0,0,11.9032,-3.6,2748,145445,5.16269879598711,0,0.649999976158142,7.91862865334224,0,0.148148148148148,8.79026911147866,1.83870401395853e-15,46.5226758939867,13.916946862581,64858,0
4,1998,365,0,0,0,1,0.75,0,0,0,0,0,11.9002,1.4,1845,145260,5.16214603982538,0,0.649999976158142,7.52023455647463,0,0.148148148148148,5.98882011914979,2.52259756899634,43.2868432619324,13.0080126196499,65540,0
4,1999,365,0,0,0,1,0.75,0,0,0,0,0,11.8975,-5.3,1339,145591,5.1615955728122,0,0.649999976158142,7.19967834569117,0,0.148148148148148,6.87479502066772,2.67555980934384,47.526055878606,15.5785951261157,66230,0
7,2000,365,1,0,3,1,0.75,0,0,0,0,0,11.8935,6.4,1784,145448,5.1610444071981,0,0.800000011920929,7.48661331313996,1,0.150943396226415,6.48365056493797,2.43034015975484,46.0921893073737,15.0053373968076,66927,0
7,2001,365,1,1,0,1,0.75,0,0,0,0,0,11.8883,10,2116,145306,5.15952508507913,0,0.800000011920929,7.65728279297819,0,0.150943396226415,6.83339052078101,3.19883837186651,47.7379051490251,12.9330743663122,67631,0
6,1991,366,0,0,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,6034,1529,3.18440748541232,0,0.800000011920929,8.70516541971901,NA,0.165680473372781,4.94809880564474,2.60821237964734,44.6932069019037,11.0102759005593,612,0
6,1992,366,1,0,0,1,0.75,0,NA,0.25,0,0,7.34213,-8,713,1510,3.17897694729317,0,0.800000011920929,6.5694814204143,0,0.165680473372781,5.53621415299589,2.42055550857367,45.7532163744592,8.30847266372783,595,0
6,1993,366,1,1,0,1,0.75,0,0,0,0,0,7.34213,-21.2,1094,1492,3.17376882313665,0,0.800000011920929,6.99759598298193,0,0.165680473372781,4.8175285977711,2.69027608249048,39.9874088746413,16.4749752285334,579,0
6,1994,366,1,1,0,1,0.75,0,0,0,0,0,7.32449,-8.5,1559,1474,3.16849748352303,0,0.800000011920929,7.35179986905778,0,0.165680473372781,7.74975340627444,2.75805602093779e-15,40.133601391395,12.4680657747913,564,0
6,1995,366,1,1,0,1,0.75,0,0,0,0,0,7.31255,-2,2467,1456,3.16316137497702,0,0.800000011920929,7.81075811652936,0,0.165680473372781,7.67368812926773,0,43.3617044231414,17.401947788881,548,0
6,1996,366,1,1,0,1,0.75,0,0,0,0,0,7.3025,4.3,3060,1439,3.15806079393661,0,0.800000011920929,8.02617019494643,0,0.165680473372781,7.79110951061003,1.83870401395853e-15,48.9755409602455,14.3288070161213,533,0
6,1997,366,1,1,0,1,0.75,0,0,0,0,0,7.29234,3.9,3280,1422,3.15289959639375,0,0.800000011920929,8.09559870137819,0,0.165680473372781,7.77106708606541,1.83870401395853e-15,45.4751010477235,11.4358608536898,519,0
6,1998,366,1,1,0,1,0.75,0,0,0,0,0,7.26344,9.8,3751,1405,3.1476763242411,0,0.800000011920929,8.22977775008189,0,0.165680473372781,6.71812652038372,2.67982816446821,50.743345076265,16.2070523000715,505,0
6,1999,366,1,1,0,1,0.75,0,0,0,0,0,7.24853,4.6,3767,1388,3.14238946611884,0,0.850000023841858,8.23403420769204,0,0.165680473372781,7.42361125274717,2.53664591076005,44.6072977253641,10.2112275743558,491,0
6,2000,366,0,1,0,1,0.75,0,0,0,0,0,7.23466,-0.6,3767,1370,3.13703745478951,0,0.949999988079071,8.23403420769204,0,0.165680473372781,5.59307559619251,2.52273595536926,46.0551618305862,11.6491110375957,478,0
6,2001,366,0,0,0,1,0.75,0,0,0,0,0,7.22184,7.3,4141,1364,3.13513265137677,0,0.949999988079071,8.32869258354557,0,0.165680473372781,5.99101912513323,2.59983618631798,50.2364216006746,15.5257879844161,465,0
8,1991,367,0,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,6083,2680,3.42813479402879,0,0.899999976158142,8.7132532743207,NA,0.133828996282528,6.40020883619718,1.705912715194,42.2386357752576,12.6334980617741,1129,0
8,1992,367,1,0,0,1,0.75,0,NA,NA,0,0,7.88698,-10.4,514,2111,3.32448823330766,0,0.899999976158142,6.24222326545517,0,0.133828996282528,6.60146554931834,2.54681135692864,37.6660563888704,12.4838471941143,1099,0
8,1993,367,1,1,0,1,0.75,0,0,0,0,0,7.87535,-34.9,836,2142,3.33081946649584,0,0.899999976158142,6.7286286130847,0,0.133828996282528,5.68259732770905,2.864883099064,39.5454330784925,18.6128681872327,1069,0
8,1994,367,1,1,0,1,0.75,0,0,0,0,0,7.85787,-14.9,1434,2174,3.33725953975028,0,0.899999976158142,7.26822302115957,0,0.133828996282528,5.28320372873799,9.19352006979263e-16,44.1513969478965,19.7476904816081,1040,0
8,1995,367,1,1,0,1,0.75,0,0,0,0,0,7.84306,0.6,1768,2206,3.34360550810417,0,0.899999976158142,7.47760424319759,0,0.133828996282528,5.01063529409626,0,42.097763334586,14.6952666172415,1012,0
8,1996,367,1,1,0,1,0.75,0,0,0,0,0,7.83043,-0.8,2071,2239,3.35005409357903,0,0.899999976158142,7.63578686139558,0,0.133828996282528,4.70048036579242,0,48.2659461830532,13.7159859106289,985,0
8,1997,367,1,1,0,1,0.75,0,0,0,0,0,7.82044,3.7,2312,2272,3.35640832703898,0,0.899999976158142,7.74586822979227,0,0.133828996282528,5.01063529409626,0,43.9949343499538,12.9208428337155,959,0
8,1998,367,1,1,0,1,0.75,0,0,0,0,0,7.81157,8.4,2524,2306,3.36285930295868,0,0.899999976158142,7.8336002236611,0,0.133828996282528,5.56626824261118,1.94460128323673,47.645643356969,14.5015892206651,933,0
8,1999,367,0,1,0,1,0.75,0,0,0,0,0,7.80343,4.8,2778,2340,3.36921585741014,0,0.899999976158142,7.92948652331429,0,0.133828996282528,7.23692973652137,3.06312764589893,42.5048263187629,15.4419284560153,908,0
8,2000,367,0,0,0,1,0.75,0,0,0,0,0,7.78738,2.8,3022,2377,3.37566361396089,0,0.899999976158142,8.01367414283268,0,0.133828996282528,5.91261453819894,2.80877486582457,54.0374399718238,14.85974440145,884,0
8,2001,367,0,0,0,1,0.75,0,0,0,0,0,7.77149,6.8,3260,2361,3.37199091146491,0,0.899999976158142,8.08948247436075,0,0.133828996282528,5.46107421880967,2.38733529256962,49.8416811684188,11.8261937937126,860,0
10,1991,368,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,6358,3638,3.56086269472746,0,1,8.75746914147075,NA,0.0140252454417952,6.34116871451589,3.38716131073353,33.1962891434627,17.6425270022948,1526,0
10,1992,368,0,0,0,1,1,0,NA,NA,0,0,8.22416,-5.7,520,3624,3.55918818900478,0,1,6.25382881157547,0,0.0140252454417952,5.33589669403346,3.54094533901501,44.6112051204648,17.6732103058762,1520,0
10,1993,368,0,0,0,1,1,0,0,0,0,0,8.22416,-21.3,732,3609,3.55738688205951,0,1,6.59578051396131,0,0.0140252454417952,6.79440804678913,3.22682799792588,34.9389543534675,13.4187009416278,1514,0
10,1994,368,0,0,0,1,1,0,0,0,0,0,8.22416,-16.2,1180,3595,3.5556988947189,0,1,7.07326971745971,0,0.0140252454417952,6.40687998606931,2.75805602093779e-15,45.6408737278141,15.5309990603275,1507,0
10,1995,368,0,0,0,1,1,0,0,0,0,0,8.22175,-9.8,1739,3581,3.5540043210119,0,1,7.46106551435428,0,0.0140252454417952,6.82001636467413,9.19352006979263e-16,42.0466336039642,18.3063651178824,1501,0
10,1996,368,0,0,0,1,1,0,0,0,0,0,8.22013,3.3,2227,3567,3.55230310933835,0,1,7.70841066725737,0,0.0140252454417952,6.98933526597456,0,50.5227746945795,12.2261928259121,1495,0
10,1997,368,0,0,0,1,1,0,0,0,0,0,8.21852,4.7,2731,3553,3.55059520748933,0,1,7.91242312147371,0,0.0140252454417952,6.87005341179813,1.83870401395853e-15,47.716772239248,7.83083844096362,1488,0
10,1998,368,0,0,0,1,1,0,0,0,0,0,8.2176,7,3094,3539,3.54888056263751,0,1,8.03722003113301,0,0.0140252454417952,5.92438058746492,2.1818293357377,42.1482229665591,10.6849596892376,1482,0
10,1999,368,0,0,0,1,1,0,0,0,0,0,8.2169,7.3,3033,3525,3.54715912132742,0,1,8.01730750768858,0,0.0140252454417952,5.95657864198239,2.93075676236952,43.324473427156,17.8842536546394,1476,0
10,2000,368,1,0,0,1,1,0,0,0,0,0,8.21582,-1.8,3192,3511,3.54543082946535,0,1,8.0684029585697,0,0.0140252454417952,5.99793848577554,3.88614931052687,42.2177858226448,14.2639408835427,1470,0
10,2001,368,1,1,0,1,1,0,0,0,0,0,8.21474,4,3408,3484,3.54207814633563,0,1,8.13388088794921,0,0.0140252454417952,5.76278736911574,2.12699357836654,49.5961936992843,10.6452501559543,1464,0
6,1991,369,0,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,NA,3300,51065,4.70812333624373,0,0.800000011920929,8.10167774745457,NA,0.165680473372781,4.86881481080173,2.9552857212325,42.6352140531013,12.267165030804,18211,0
6,1992,369,0,0,0,1,0.75,0,NA,NA,NA,NA,10.859,NA,403,50811,4.7059577422476,0,0.800000011920929,5.99893656194668,0,0.165680473372781,5.1194250466431,2.68433315820449,42.4554761314815,15.3993447561705,18333,0
5,1993,369,1,0,-1,1,0.75,1,0,0,0,0,10.8619,-10,631,50558,4.70378988556421,0,0.75,6.44730586254121,1,0.214953271028037,7.02156461614851,3.04951901667471,40.8344719034506,15.8741740890895,18455,0
7,1994,369,1,1,2,1,0.75,0,0,0,0,0,10.8624,-14.1,710,50306,4.7016197864772,0,0.850000023841858,6.56526497003536,1,0.150943396226415,5.54971263172757,2.62838992913958,46.925271070263,11.2496975280292,18578,0
7,1995,369,1,1,0,1,0.75,0,0,0,0,0,10.8575,-22.9,718,50055,4.69944746571047,0,0.850000023841858,6.57646956904822,0,0.150943396226415,6.39998611443008,2.94799502548843,41.7085316740807,8.95067754585271,18701,0
7,1996,369,1,1,0,1,0.75,0,0,0,0,0,10.8499,-12.2,869,51036,4.70787662876165,0,0.850000023841858,6.76734312526539,0,0.150943396226415,5.45368563776827,2.5424829242297,44.8459065250505,15.1139741865066,18826,0
7,1997,369,1,1,0,1,0.75,0,0,0,0,0,10.8418,-10,985,50665,4.70470804698744,0,0.850000023841858,6.89264164117209,0,0.150943396226415,5.80522341192214,2.8699217976321,43.8046047376533,15.8913903412972,18951,0
